task,family,model,metric,rule_id,scope,path,line,text,name
M4,F2,python,C1,PY-C1-NESTED,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,87,"                    for k in range(WIN_THR - 1, 0, -1):",
M4,F2,python,C2,PY-C2-STATE,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,50,    cnt_bp = 0,run.cnt_bp
M4,F2,python,C2,PY-C2-STATE,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,51,    cnt_d = 0,run.cnt_d
M4,F2,python,C2,PY-C2-STATE,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,52,    cnt_mwi = 0,run.cnt_mwi
M4,F2,python,C2,PY-C2-STATE,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,53,    cnt_thr = 0,run.cnt_thr
M4,F2,python,C2,PY-C2-STATE,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,54,    mwi_at = {},run.mwi_at
M4,F2,python,C2,PY-C2-STATE,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,55,    thr_at = {},run.thr_at
M4,F2,python,C3,PY-C3-WINDOW,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,46,    win_bp = [0] * WIN_BP,run.win_bp
M4,F2,python,C3,PY-C3-WINDOW,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,47,    win_d = [0] * WIN_D,run.win_d
M4,F2,python,C3,PY-C3-WINDOW,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,48,    win_mwi = [0] * WIN_MWI,run.win_mwi
M4,F2,python,C3,PY-C3-WINDOW,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,49,    win_thr = [0] * WIN_THR,run.win_thr
M4,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,39,"def run(mlii, bp_coef, d_coef, slots):",
M4,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,40,"    """"""Zwraca listę (logical_index, [pole0, pole1, pole2]).""""""",
M4,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,41,    WIN_BP = 25,
M4,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,42,    WIN_D = 5,
M4,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,43,    WIN_MWI = 30,
M4,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,44,    WIN_THR = 180,
M4,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,45,    INTERVAL_NS = 2_777_778,
M4,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,56,    out = [],
M4,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,57,    monitors = [],
M4,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,62,        if now < deadline:,
M4,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,64,        x = mlii[n],
M4,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,70,        if cnt_bp >= WIN_BP:,
M4,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,94,        if n in mwi_at and n in thr_at:,
M4,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,67,            win_bp[k] = win_bp[k - 1],
M4,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,71,"            bp = idiv(sumc([imul(win_bp[k], bp_coef[k]) for k in range(WIN_BP)]), 1000)",
M4,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,76,            if cnt_d >= WIN_D:,
M4,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,95,            m = mwi_at[n],
M4,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,96,            t = thr_at[n],
M4,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,97,"            out.append((n, [isub(x, 900), imul(m, 5), imul(isub(m, imul(t, 2)), 5)]))",
M4,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,73,                win_d[k] = win_d[k - 1],
M4,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,77,"                d = sumc([imul(win_d[k], d_coef[k]) for k in range(WIN_D)])",
M4,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,78,"                sq = idiv(imul(d, d), 1000)",
M4,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,83,                if cnt_mwi >= WIN_MWI:,
M4,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,80,                    win_mwi[k] = win_mwi[k - 1],
M4,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,84,                    mwi = avg(win_mwi),
M4,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,86,"                    monitors.append((n + 3, [mwi + j for j in range(8)]))",
M4,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,91,                    if cnt_thr >= WIN_THR:,
M4,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/python/core.py,88,                        win_thr[k] = win_thr[k - 1],
M4,F2,flink,C4,JAVA-C4,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,67,      long t0 = System.nanoTime();,
M4,F2,flink,C1,JAVA-C1,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,68,      for (long n = 0; n < slots && running; n++) {,
M4,F2,flink,C4,JAVA-C4,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,69,        long deadline = t0 + n * INTERVAL_NS;,
M4,F2,flink,C4,JAVA-C4,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,70,        long now = System.nanoTime();,
M4,F2,flink,C4,JAVA-C4,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,73,"          Thread.sleep(sleepNs / 1_000_000L, (int) (sleepNs % 1_000_000L));",
M4,F2,flink,C1,JAVA-C1,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,107,      for (int k = WIN - 1; k > 0; k--) {,
M4,F2,flink,C5,JAVA-C5-WARMUP,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,112,      if (filled < WIN) {,
M4,F2,flink,C1,JAVA-C1,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,116,      for (int k = 0; k < WIN; k++) {,
M4,F2,flink,C1,JAVA-C1,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,144,      for (int k = WIN - 1; k > 0; k--) {,
M4,F2,flink,C5,JAVA-C5-WARMUP,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,149,      if (filled < WIN) {,
M4,F2,flink,C1,JAVA-C1,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,153,      for (int k = 0; k < WIN; k++) {,
M4,F2,flink,C1,JAVA-C1,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,178,      for (int k = WIN - 1; k > 0; k--) {,
M4,F2,flink,C5,JAVA-C5-WARMUP,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,183,      if (filled < WIN) {,
M4,F2,flink,C1,JAVA-C1,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,187,      for (int k = 0; k < WIN; k++) {,
M4,F2,flink,C1,JAVA-C1,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,210,      for (int k = WIN - 1; k > 0; k--) {,
M4,F2,flink,C5,JAVA-C5-WARMUP,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,215,      if (filled < WIN) {,
M4,F2,flink,C1,JAVA-C1,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,219,      for (int k = 0; k < WIN; k++) {,
M4,F2,flink,C3,JAVA-C3-WINDOW,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,91,    private int[] win;,BandPass.win
M4,F2,flink,C2,JAVA-C2-STATE,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,92,    private int filled;,BandPass.filled
M4,F2,flink,C3,JAVA-C3-WINDOW,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,128,    private int[] win;,BandPass.Derivative.win
M4,F2,flink,C2,JAVA-C2-STATE,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,129,    private int filled;,BandPass.Derivative.filled
M4,F2,flink,C3,JAVA-C3-WINDOW,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,164,    private int[] win;,BandPass.Derivative.SquareMwi.win
M4,F2,flink,C2,JAVA-C2-STATE,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,165,    private int filled;,BandPass.Derivative.SquareMwi.filled
M4,F2,flink,C3,JAVA-C3-WINDOW,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,198,    private int[] win;,BandPass.Derivative.SquareMwi.Threshold.win
M4,F2,flink,C2,JAVA-C2-STATE,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,199,    private int filled;,BandPass.Derivative.SquareMwi.Threshold.filled
M4,F2,flink,C2,JAVA-C2-STATE,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,234,"    private Map<Long, Integer> mliiAt;",BandPass.Derivative.SquareMwi.Threshold.Assemble.mliiAt
M4,F2,flink,C2,JAVA-C2-STATE,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,235,"    private Map<Long, Integer> mwiAt;",BandPass.Derivative.SquareMwi.Threshold.Assemble.mwiAt
M4,F2,flink,C2,JAVA-C2-STATE,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,236,"    private Map<Long, Integer> thrAt;",BandPass.Derivative.SquareMwi.Threshold.Assemble.thrAt
M4,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,54,"  static class PacedSource extends RichSourceFunction<Tuple5<Long, Integer, Integer, Integer, Integer>> {",
M4,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,55,    private static final long INTERVAL_NS = 2_777_778L;,
M4,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,56,    private final int[] mlii;,
M4,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,57,    private final long slots;,
M4,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,58,    private volatile boolean running = true;,
M4,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,61,      this.mlii = mlii;,
M4,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,62,      this.slots = slots;,
M4,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,66,"    public void run(SourceContext<Tuple5<Long, Integer, Integer, Integer, Integer>> ctx) throws Exception {",
M4,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,72,          long sleepNs = deadline - now;,
M4,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,75,        int x = mlii[(int) n];,
M4,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,76,"        ctx.collect(Tuple5.of(n, x, x, 0, 0));",
M4,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,81,    public void cancel() {,
M4,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,82,      running = false;,
M4,F2,flink,C7,JAVA-C7,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,87,"  static class BandPass extends RichFlatMapFunction<Tuple5<Long, Integer, Integer, Integer, Integer>,",
M4,F2,flink,C7,JAVA-C7,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,89,    private static final int WIN = 25;,
M4,F2,flink,C7,JAVA-C7,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,90,    private final int[] coef;,
M4,F2,flink,C7,JAVA-C7,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,95,      this.coef = coef;,
M4,F2,flink,C7,JAVA-C7,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,99,    public void open(OpenContext ctx) {,
M4,F2,flink,C7,JAVA-C7,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,100,      win = new int[WIN];,
M4,F2,flink,C7,JAVA-C7,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,101,      filled = 0;,
M4,F2,flink,C7,JAVA-C7,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,105,"    public void flatMap(Tuple5<Long, Integer, Integer, Integer, Integer> in,",
M4,F2,flink,C7,JAVA-C7,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,108,        win[k] = win[k - 1];,
M4,F2,flink,C7,JAVA-C7,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,110,      win[0] = in.f1;,
M4,F2,flink,C7,JAVA-C7,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,111,      filled = filled + 1;,
M4,F2,flink,C7,JAVA-C7,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,113,        return;,
M4,F2,flink,C7,JAVA-C7,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,115,      long acc = 0;,
M4,F2,flink,C7,JAVA-C7,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,117,        acc += (long) win[k] * coef[k];,
M4,F2,flink,C7,JAVA-C7,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,119,"      out.collect(Tuple5.of(in.f0, in.f1, truncDiv(acc, 1000), 0, 0));",
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,124,"  static class Derivative extends RichFlatMapFunction<Tuple5<Long, Integer, Integer, Integer, Integer>,",
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,126,    private static final int WIN = 5;,
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,127,    private final int[] coef;,
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,132,      this.coef = coef;,
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,136,    public void open(OpenContext ctx) {,
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,137,      win = new int[WIN];,
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,138,      filled = 0;,
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,142,"    public void flatMap(Tuple5<Long, Integer, Integer, Integer, Integer> in,",
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,145,        win[k] = win[k - 1];,
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,147,      win[0] = in.f2;,
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,148,      filled = filled + 1;,
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,150,        return;,
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,152,      long acc = 0;,
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,154,        acc += (long) win[k] * coef[k];,
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,156,"      out.collect(Tuple5.of(in.f0, in.f1, truncDiv(acc, 1), 0, 0));",
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,161,"  static class SquareMwi extends RichFlatMapFunction<Tuple5<Long, Integer, Integer, Integer, Integer>,",
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,163,    private static final int WIN = 30;,
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,168,    public void open(OpenContext ctx) {,
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,169,      win = new int[WIN];,
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,170,      filled = 0;,
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,174,"    public void flatMap(Tuple5<Long, Integer, Integer, Integer, Integer> in,",
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,176,      long d = in.f2;,
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,177,"      int sq = truncDiv(d * d, 1000);",
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,179,        win[k] = win[k - 1];,
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,181,      win[0] = sq;,
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,182,      filled = filled + 1;,
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,184,        return;,
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,186,      long sum = 0;,
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,188,        sum += win[k];,
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,190,"      out.collect(Tuple5.of(in.f0, in.f1, sq, truncDiv(sum, WIN), 0));",
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,195,"  static class Threshold extends RichFlatMapFunction<Tuple5<Long, Integer, Integer, Integer, Integer>,",
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,197,    private static final int WIN = 180;,
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,202,    public void open(OpenContext ctx) {,
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,203,      win = new int[WIN];,
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,204,      filled = 0;,
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,208,"    public void flatMap(Tuple5<Long, Integer, Integer, Integer, Integer> in,",
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,211,        win[k] = win[k - 1];,
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,213,      win[0] = in.f3;,
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,214,      filled = filled + 1;,
M4,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M4/F2_ecg/flink/F2Ecg.java,216,        return;,
